"nome_estacao";"data_dia";"data_semana";"data_mes";"data_ano";"lon";"lat";"chuva";"vento";"press";"temp";"umidade";"rajada";"amp"
"SERAFINA_CORREA";2022-01-01;"2022-1";"2022-1";2022;-51,87;-28,7;0,2;0,879166666666667;950,1375;25,7416666666667;60,4583333333333;7,1;19,5
"SOLEDADE";2022-01-01;"2022-1";"2022-1";2022;-52,54;-28,86;0;3;931,9125;26,8333333333333;47,7083333333333;8,6;14,8
"TEUTONIA";2022-01-01;"2022-1";"2022-1";2022;-51,82;-29,45;0;1,9125;996,141666666667;28,8291666666667;51,4166666666667;9,9;19,6
"TRAMANDAI";2022-01-01;"2022-1";"2022-1";2022;-50,14;-30,01;0;1,801;1006,11666666667;22,0875;61,5;0;5,9
"TUPANCIRETA";2022-01-01;"2022-1";"2022-1";2022;-53,83;-29,09;0;1,78333333333333;953,645833333333;28,6666666666667;48,8333333333333;7,8;14,6
"URUGUAIANA";2022-01-01;"2022-1";"2022-1";2022;-57,08;-29,75;0;4,55;994,154166666667;29,9166666666667;47,7083333333333;23,8;18,5
"VACARIA";2022-01-01;"2022-1";"2022-1";2022;-50,88;-28,51;0;2,21666666666667;899,866666666667;22,5916666666667;61,7083333333333;7,1;17,6
"ALEGRETE";2022-01-02;"2022-1";"2022-1";2022;-55,53;-29,71;0;1,87083333333333;990,925;26,4833333333333;61,1666666666667;10,4;13,8
"BAGE";2022-01-02;"2022-1";"2022-1";2022;-54,01;-31,35;9,2;3,3875;980,7875;22,4416666666667;75,0833333333333;12,7;11,4
"BENTO_GONCALVES";2022-01-02;"2022-1";"2022-1";2022;-51,53;-29,16;0;4,2875;937,6375;25,8958333333333;57,4583333333333;16,7;15,7
"CACAPAVA_DO_SUL";2022-01-02;"2022-1";"2022-1";2022;-53,47;-30,55;1,6;2,785;959,104166666667;23,3083333333333;70,7916666666667;0;11,4
"CAMAQUA";2022-01-02;"2022-1";"2022-1";2022;-51,83;-30,81;2,4;0,741666666666667;996,770833333333;23,225;91,1;8,6;10,2
"CAMBARA_DO_SUL";2022-01-02;"2022-1";"2022-1";2022;-50,15;-29,05;5,2;3,13333333333333;897,2375;22,6333333333333;65,2173913043478;14,9;15,8
"CAMPO_BOM";2022-01-02;"2022-1";"2022-1";2022;-51,06;-29,67;9;1,05833333333333;1003,76666666667;27,8875;57,974;13,6;20,5
"CANELA";2022-01-02;"2022-1";"2022-1";2022;-50,83;-29,37;0;3,425;915,6625;29,3625;43,375;8,3;11,2
"CANGUCU";2022-01-02;"2022-1";"2022-1";2022;-52,7;-31,4;2,6;3,55833333333333;956,008333333333;21,2791666666667;83,9166666666667;11,1;7,2
"CAPAO_DO_LEAO_(PELOTAS)";2022-01-02;"2022-1";"2022-1";2022;-52,29;-31,45;0;2,63333333333333;1005,82916666667;24,2958333333333;85,125;10,1;4,4
"CRUZ_ALTA";2022-01-02;"2022-1";"2022-1";2022;-53,67;-28,6;6,6;3,325;957,6875;27,8625;51,5833333333333;13;15
"DOM_PEDRITO";2022-01-02;"2022-1";"2022-1";2022;-54,62;-31;2,4;4;988,3875;24,2083333333333;68,8333333333333;16,1;9,7
"ENCRUZILHADA_DO_SUL";2022-01-02;"2022-1";"2022-1";2022;-52,52;-30,54;9,2;2,49166666666667;959,904166666667;24,0625;68;14,1;16,3
"ERECHIM";2022-01-02;"2022-1";"2022-1";2022;-52,31;-27,66;0;1,7875;922,258333333333;26,7583333333333;49,25;11,7;13,1
"FREDERICO_WESTPHALEN";2022-01-02;"2022-1";"2022-1";2022;-53,43;-27,4;0;1,05;951,116666666667;27,9583333333333;50,4583333333333;9,7;17,3
"JAGUARAO";2022-01-02;"2022-1";"2022-1";2022;-53,38;-32,53;7,2;0,254166666666667;1003,0875;24,0291666666667;79,25;16,4;12,8
"LAGOA_VERMELHA";2022-01-02;"2022-1";"2022-1";2022;-51,51;-28,22;7,8;3,39285714285714;915,628571428571;27,0571428571429;53,9285714285714;12,3;13,2
"PALMEIRA_DAS_MISSOES";2022-01-02;"2022-1";"2022-1";2022;-53,32;-27,92;0;2,99583333333333;937,7875;28,9416666666667;42,2916666666667;13,1;13,2
"PASSO_FUNDO";2022-01-02;"2022-1";"2022-1";2022;-52,4;-28,23;0,6;4,225;930,85;27,1625;50,5833333333333;14,6;14,6
"PORTO_ALEGRE_BELEM_NOVO";2022-01-02;"2022-1";"2022-1";2022;-51,18;-30,19;0;1,566;999,119;26,364;71,157;0;0
"PORTO_ALEGRE_JARDIM_BOTANICO";2022-01-02;"2022-1";"2022-1";2022;-51,17;-30,05;12,6;1,54583333333333;1000,82083333333;26,35;72,125;15,7;15,3
"QUARAI";2022-01-02;"2022-1";"2022-1";2022;-56,44;-30,37;0;0,776190476190476;991,704761904762;26,9238095238095;57;12,7;17
"RIO_GRANDE";2022-01-02;"2022-1";"2022-1";2022;-52,17;-32,08;0,6;2,6;1006,83333333333;24,1416666666667;79,1666666666667;10;4
"RIO_PARDO";2022-01-02;"2022-1";"2022-1";2022;-52,38;-29,87;1,6;2,83333333333333;993,966666666667;25,9916666666667;67,5;28,6;19
"SANTA_MARIA";2022-01-02;"2022-1";"2022-1";2022;-53,72;-29,72;10;1,64166666666667;993,945833333333;25,775;68,5217391304348;16,2;17,5
"SANTANA_DO_LIVRAMENTO";2022-01-02;"2022-1";"2022-1";2022;-55,4;-30,75;1,4;1,74166666666667;983,904166666667;23,0666666666667;73,7083333333333;13;11,6
"SANTIAGO";2022-01-02;"2022-1";"2022-1";2022;-54,89;-29,19;3,6;3,16666666666667;961,533333333333;26,4208333333333;54,7083333333333;13;16,7
"SANTO_AUGUSTO";2022-01-02;"2022-1";"2022-1";2022;-53,79;-27,85;6,4;0,0833333333333333;951,033333333333;28,5333333333333;55,9583333333333;17,5;12,8
"SAO_BORJA";2022-01-02;"2022-1";"2022-1";2022;-56,02;-28,65;0;3,5875;995,741666666667;27,9958333333333;52,125;13,4;13,2
"SAO_GABRIEL";2022-01-02;"2022-1";"2022-1";2022;-54,31;-30,34;7,6;3,1375;992,958333333333;25,0041666666667;68,375;17,6;12,2
"SAO_JOSE_DOS_AUSENTES";2022-01-02;"2022-1";"2022-1";2022;-50,06;-28,74;25;3,156;874,791666666667;21,0666666666667;70,7916666666667;0;15,2
"SAO_LUIZ_GONZAGA";2022-01-02;"2022-1";"2022-1";2022;-54,96;-28,42;3,8;3,1;977,25;28,2208333333333;53,8695652173913;13,9;16,9
"SAO_VICENTE_DO_SUL";2022-01-02;"2022-1";"2022-1";2022;-54,69;-29,7;0,4;3,44583333333333;990,25;25,4;63,5833333333333;15,4;14,7
"SERAFINA_CORREA";2022-01-02;"2022-1";"2022-1";2022;-51,87;-28,7;0;1,57916666666667;951,504166666667;26,6625;58,3333333333333;9,9;18,9
"SOLEDADE";2022-01-02;"2022-1";"2022-1";2022;-52,54;-28,86;0;6,21666666666667;933,154166666667;26,5;52,0833333333333;15,6;14
"TEUTONIA";2022-01-02;"2022-1";"2022-1";2022;-51,82;-29,45;4;2,9375;997,466666666667;28,0208333333333;56,8333333333333;12,8;17,9
"TRAMANDAI";2022-01-02;"2022-1";"2022-1";2022;-50,14;-30,01;0;2,121;1007,075;22,8625;75,75;0;6,1
"TUPANCIRETA";2022-01-02;"2022-1";"2022-1";2022;-53,83;-29,09;0;2,1;954,620833333333;27,7375;52,0416666666667;13,3;15,4
"URUGUAIANA";2022-01-02;"2022-1";"2022-1";2022;-57,08;-29,75;0;2,65833333333333;996,729166666667;26,5875;60,5833333333333;13,5;15,8
"VACARIA";2022-01-02;"2022-1";"2022-1";2022;-50,88;-28,51;0,8;3,4875;901,4125;23,1458333333333;68,0416666666667;13,3;17,1
"ALEGRETE";2022-01-03;"2022-1";"2022-1";2022;-55,53;-29,71;0;1,5875;993,591666666667;28,2916666666667;57,8333333333333;7,8;14,1
"BAGE";2022-01-03;"2022-1";"2022-1";2022;-54,01;-31,35;0;2,85416666666667;982,145833333333;26,8;63,25;10,6;15,7
"BENTO_GONCALVES";2022-01-03;"2022-1";"2022-1";2022;-51,53;-29,16;9,2;3,00416666666667;939,229166666667;24,7916666666667;63,25;15,2;12,8
"CACAPAVA_DO_SUL";2022-01-03;"2022-1";"2022-1";2022;-53,47;-30,55;0;2,178;960,804166666667;26,2041666666667;64,0833333333333;0;15,9
"CAMAQUA";2022-01-03;"2022-1";"2022-1";2022;-51,83;-30,81;0,2;0,633333333333333;998,104166666667;25,3291666666667;75,2352941176471;6,3;14,2
"CAMBARA_DO_SUL";2022-01-03;"2022-1";"2022-1";2022;-50,15;-29,05;0,6;2,57083333333333;898,583333333333;21,2458333333333;83,6666666666667;7,9;12,9
"CAMPO_BOM";2022-01-03;"2022-1";"2022-1";2022;-51,06;-29,67;0,4;1,35416666666667;1005,68333333333;27,4333333333333;64,877;9,5;12,5
"CANELA";2022-01-03;"2022-1";"2022-1";2022;-50,83;-29,37;0;1,84;917,12;26,05;58,5;7,3;8,6
"CANGUCU";2022-01-03;"2022-1";"2022-1";2022;-52,7;-31,4;0;3,85833333333333;957,308333333333;24,6416666666667;69,375;11,9;13,7
"CAPAO_DO_LEAO_(PELOTAS)";2022-01-03;"2022-1";"2022-1";2022;-52,29;-31,45;0,2;2,29583333333333;1007,0625;25,1166666666667;78,4583333333333;8,4;13,9
"CRUZ_ALTA";2022-01-03;"2022-1";"2022-1";2022;-53,67;-28,6;9;3,34583333333333;959,895833333333;24,4291666666667;74,8333333333333;11,3;11,8
"DOM_PEDRITO";2022-01-03;"2022-1";"2022-1";2022;-54,62;-31;0;2,29583333333333;989,95;27,9833333333333;61,125;7,9;16,9
"ENCRUZILHADA_DO_SUL";2022-01-03;"2022-1";"2022-1";2022;-52,52;-30,54;0;1,9375;961,4625;25,675;69,3333333333333;9,1;14,2
"ERECHIM";2022-01-03;"2022-1";"2022-1";2022;-52,31;-27,66;22;2,22083333333333;924,4375;21,9875;79,7083333333333;8,9;10,2
"FREDERICO_WESTPHALEN";2022-01-03;"2022-1";"2022-1";2022;-53,43;-27,4;0,2;1,35416666666667;953,508333333333;24,5083333333333;73,0833333333333;10,3;7
"JAGUARAO";2022-01-03;"2022-1";"2022-1";2022;-53,38;-32,53;0;0,229166666666667;1004,5125;26,7166666666667;69,1666666666667;6,2;15,6
"LAGOA_VERMELHA";2022-01-03;"2022-1";"2022-1";2022;-51,51;-28,22;0,6;2,74166666666667;917,0625;22,5958333333333;71,0833333333333;12,1;10,3
"PALMEIRA_DAS_MISSOES";2022-01-03;"2022-1";"2022-1";2022;-53,32;-27,92;0;3,45;939,8;24,3416666666667;69,7916666666667;12,7;11,7
"PASSO_FUNDO";2022-01-03;"2022-1";"2022-1";2022;-52,4;-28,23;7,4;3,4375;933,058333333333;22,7875;77,6666666666667;11,3;11,1
"PORTO_ALEGRE_BELEM_NOVO";2022-01-03;"2022-1";"2022-1";2022;-51,18;-30,19;0;1,275;1000,756;27,298;70,696;0;0
"PORTO_ALEGRE_JARDIM_BOTANICO";2022-01-03;"2022-1";"2022-1";2022;-51,17;-30,05;0;1,25416666666667;1002,4625;27,4791666666667;70,9583333333333;7,9;12
"QUARAI";2022-01-03;"2022-1";"2022-1";2022;-56,44;-30,37;0;0,375;993,1;29,3958333333333;53,4583333333333;11;18,1
"RIO_GRANDE";2022-01-03;"2022-1";"2022-1";2022;-52,17;-32,08;0;2,425;1008,02916666667;25,1041666666667;77,2916666666667;8,8;13,2
"RIO_PARDO";2022-01-03;"2022-1";"2022-1";2022;-52,38;-29,87;0;2,125;995,733333333333;27,4416666666667;62,9583333333333;7,3;14,5
"SANTA_MARIA";2022-01-03;"2022-1";"2022-1";2022;-53,72;-29,72;0;1,97083333333333;995,920833333333;27,2041666666667;70,4166666666667;8,4;12
"SANTANA_DO_LIVRAMENTO";2022-01-03;"2022-1";"2022-1";2022;-55,4;-30,75;0;1,9125;985,495833333333;26,95;64,25;8,8;15,9
"SANTIAGO";2022-01-03;"2022-1";"2022-1";2022;-54,89;-29,19;0;2,3;963,375;25,9375;65,75;9,5;14,5
"SANTO_AUGUSTO";2022-01-03;"2022-1";"2022-1";2022;-53,79;-27,85;0;0;953,2375;24,5916666666667;79,1666666666667;9,4;8,8
"SAO_BORJA";2022-01-03;"2022-1";"2022-1";2022;-56,02;-28,65;0,6;2,55;997,270833333333;27,7;61,9583333333333;20,4;14,6
"SAO_GABRIEL";2022-01-03;"2022-1";"2022-1";2022;-54,31;-30,34;0;1,26666666666667;994,654166666667;27,8083333333333;65,25;8,9;15,9
"SAO_JOSE_DOS_AUSENTES";2022-01-03;"2022-1";"2022-1";2022;-50,06;-28,74;3,2;2,467;875,9625;19,6666666666667;80,625;0;11,7
"SAO_LUIZ_GONZAGA";2022-01-03;"2022-1";"2022-1";2022;-54,96;-28,42;36,8;2,85833333333333;979,354166666667;25,325;74,4166666666667;15,2;15,1
"SAO_VICENTE_DO_SUL";2022-01-03;"2022-1";"2022-1";2022;-54,69;-29,7;0;1,725;992,0125;27,4583333333333;63,4583333333333;8,9;12,9
"SERAFINA_CORREA";2022-01-03;"2022-1";"2022-1";2022;-51,87;-28,7;2,6;1,35833333333333;953,55;25,4541666666667;67,125;9,6;12,2
"SOLEDADE";2022-01-03;"2022-1";"2022-1";2022;-52,54;-28,86;19,8;3,98333333333333;935,008333333333;23,5708333333333;72,3333333333333;19,1;12,6
"TEUTONIA";2022-01-03;"2022-1";"2022-1";2022;-51,82;-29,45;0;2,1125;999,170833333333;28,5583333333333;58,4166666666667;11,5;14,1
"TRAMANDAI";2022-01-03;"2022-1";"2022-1";2022;-50,14;-30,01;0;1,636;1008,25416666667;22,8875;84,8333333333333;0;6,4
"TUPANCIRETA";2022-01-03;"2022-1";"2022-1";2022;-53,83;-29,09;4,4;1,93636363636364;956,716666666667;24,975;75,4583333333333;10,1;12,1
"URUGUAIANA";2022-01-03;"2022-1";"2022-1";2022;-57,08;-29,75;0;2,00833333333333;997,9;29,5708333333333;54,875;6,9;17
"VACARIA";2022-01-03;"2022-1";"2022-1";2022;-50,88;-28,51;2,2;2,53333333333333;902,9625;20,95;76,9583333333333;11,7;12
"ALEGRETE";2022-01-04;"2022-1";"2022-1";2022;-55,53;-29,71;17,6;1,5875;989,545833333333;24,9958333333333;78,2916666666667;8,5;11
"BAGE";2022-01-04;"2022-1";"2022-1";2022;-54,01;-31,35;2,4;3,54166666666667;979,558333333333;26,625;67,625;12,2;11,1
"BENTO_GONCALVES";2022-01-04;"2022-1";"2022-1";2022;-51,53;-29,16;1,4;2,32916666666667;936,75;22,8791666666667;76,0416666666667;8,6;9,1
"CACAPAVA_DO_SUL";2022-01-04;"2022-1";"2022-1";2022;-53,47;-30,55;0;2,529;958,595833333333;24,5083333333333;73,7083333333333;0;6,6
"CAMAQUA";2022-01-04;"2022-1";"2022-1";2022;-51,83;-30,81;0,4;0,329166666666667;995,5875;25,0041666666667;86,9545454545455;5,9;5,3
"CAMBARA_DO_SUL";2022-01-04;"2022-1";"2022-1";2022;-50,15;-29,05;0;1,99166666666667;895,708333333333;21,6083333333333;80,9583333333333;6,4;9,5
"CAMPO_BOM";2022-01-04;"2022-1";"2022-1";2022;-51,06;-29,67;0,8;0,7875;1003,32916666667;26,875;75,54;5,3;7,3
"CANELA";2022-01-04;"2022-1";"2022-1";2022;-50,83;-29,37;0;1,5;913,855555555555;23,8333333333333;70,6666666666667;6,9;4,3
"CANGUCU";2022-01-04;"2022-1";"2022-1";2022;-52,7;-31,4;0;4,0125;954,866666666667;23,5291666666667;78,625;12,6;7,4
"CAPAO_DO_LEAO_(PELOTAS)";2022-01-04;"2022-1";"2022-1";2022;-52,29;-31,45;0,2;3,1;1004,25416666667;27,1;74,4583333333333;10;8,4
"CRUZ_ALTA";2022-01-04;"2022-1";"2022-1";2022;-53,67;-28,6;21,6;2,75833333333333;957,175;22,725;84,4583333333333;9,4;8,6
"DOM_PEDRITO";2022-01-04;"2022-1";"2022-1";2022;-54,62;-31;13,4;4,47916666666667;987,4375;26,7333333333333;67,875;16,1;10,5
"ENCRUZILHADA_DO_SUL";2022-01-04;"2022-1";"2022-1";2022;-52,52;-30,54;0,2;1,87083333333333;959,208333333333;24,725;70,75;9,5;9,5
"ERECHIM";2022-01-04;"2022-1";"2022-1";2022;-52,31;-27,66;6,4;0,645833333333333;921,275;21,1375;87,4583333333333;4,8;4,2
"FREDERICO_WESTPHALEN";2022-01-04;"2022-1";"2022-1";2022;-53,43;-27,4;12,2;0,633333333333333;950,508333333333;22,7166666666667;87,6666666666667;6,5;3,6
"JAGUARAO";2022-01-04;"2022-1";"2022-1";2022;-53,38;-32,53;32,8;0,183333333333333;1001,84166666667;25,9041666666667;80,5;12;14,5
"LAGOA_VERMELHA";2022-01-04;"2022-1";"2022-1";2022;-51,51;-28,22;0;2,19166666666667;914,070833333333;22,1416666666667;73,5;7;6,9
"PALMEIRA_DAS_MISSOES";2022-01-04;"2022-1";"2022-1";2022;-53,32;-27,92;30,8;2,16666666666667;937,1;21,5791666666667;87,9166666666667;11,2;8
"PASSO_FUNDO";2022-01-04;"2022-1";"2022-1";2022;-52,4;-28,23;11;1,95416666666667;930,229166666667;21,4916666666667;85,7916666666667;5,8;7,3
"PORTO_ALEGRE_BELEM_NOVO";2022-01-04;"2022-1";"2022-1";2022;-51,18;-30,19;0;1,087;998,441;26,067;77,697;0;0
"PORTO_ALEGRE_JARDIM_BOTANICO";2022-01-04;"2022-1";"2022-1";2022;-51,17;-30,05;0,6;1,1125;1000,18333333333;26,1833333333333;77,375;5,6;6,4
"QUARAI";2022-01-04;"2022-1";"2022-1";2022;-56,44;-30,37;42,2;1,37083333333333;991,116666666667;27,2333333333333;62,6666666666667;17,7;14,4
"RIO_GRANDE";2022-01-04;"2022-1";"2022-1";2022;-52,17;-32,08;0;2,97083333333333;1005,17916666667;26,725;72,125;10,1;10,3
"RIO_PARDO";2022-01-04;"2022-1";"2022-1";2022;-52,38;-29,87;4,2;1,84166666666667;993,454166666667;25,675;74,6666666666667;6,9;8
"SANTA_MARIA";2022-01-04;"2022-1";"2022-1";2022;-53,72;-29,72;14,2;1,81666666666667;993,645833333333;24,7125;85,7916666666667;8,4;7,8
"SANTANA_DO_LIVRAMENTO";2022-01-04;"2022-1";"2022-1";2022;-55,4;-30,75;1,8;2,49166666666667;982,925;26,2791666666667;64,25;12,4;11,9
"SANTIAGO";2022-01-04;"2022-1";"2022-1";2022;-54,89;-29,19;10;1,575;960,929166666667;23,7958333333333;78,9166666666667;9,2;11,5
"SANTO_AUGUSTO";2022-01-04;"2022-1";"2022-1";2022;-53,79;-27,85;2,6;0,075;950,183333333333;23,0875;87,3333333333333;8,9;7,4
"SAO_BORJA";2022-01-04;"2022-1";"2022-1";2022;-56,02;-28,65;0;2,55416666666667;995,1625;25,6416666666667;74,75;16,3;12,1
"SAO_GABRIEL";2022-01-04;"2022-1";"2022-1";2022;-54,31;-30,34;24,2;2,2375;992,441666666667;25,975;76,8333333333333;11,5;10,6
"SAO_JOSE_DOS_AUSENTES";2022-01-04;"2022-1";"2022-1";2022;-50,06;-28,74;0;2,007;873,158333333333;19,3333333333333;83,5416666666667;0;8,7
"SAO_LUIZ_GONZAGA";2022-01-04;"2022-1";"2022-1";2022;-54,96;-28,42;8,6;2,07083333333333;976,629166666667;25,2583333333333;79,5416666666667;14,1;11,8
"SAO_VICENTE_DO_SUL";2022-01-04;"2022-1";"2022-1";2022;-54,69;-29,7;31,8;2,1375;989,841666666667;24,3333333333333;83,875;13;10,1
"SERAFINA_CORREA";2022-01-04;"2022-1";"2022-1";2022;-51,87;-28,7;0,8;1,05416666666667;950,8375;23,7791666666667;74;6;9,4
"SOLEDADE";2022-01-04;"2022-1";"2022-1";2022;-52,54;-28,86;3,4;2,60416666666667;932,291666666667;21,9333333333333;79,4166666666667;12,4;8
"TEUTONIA";2022-01-04;"2022-1";"2022-1";2022;-51,82;-29,45;1,8;1,37916666666667;997,191666666667;25,5625;75,125;7,9;9,1
"TRAMANDAI";2022-01-04;"2022-1";"2022-1";2022;-50,14;-30,01;0;1,274;1005,825;22,3958333333333;94,5;0;5,8
"TUPANCIRETA";2022-01-04;"2022-1";"2022-1";2022;-53,83;-29,09;1,2;2,01666666666667;954,145833333333;23,6416666666667;82,9166666666667;9,3;8,9
"URUGUAIANA";2022-01-04;"2022-1";"2022-1";2022;-57,08;-29,75;0,8;3,12916666666667;995,9375;27,3125;65,375;17,8;11,5
"VACARIA";2022-01-04;"2022-1";"2022-1";2022;-50,88;-28,51;0;2,7625;899,979166666667;20,7625;80,125;6,9;8,7
"ALEGRETE";2022-01-05;"2022-1";"2022-1";2022;-55,53;-29,71;0;2,575;993,775;24,2541666666667;73,125;12,1;8
"BAGE";2022-01-05;"2022-1";"2022-1";2022;-54,01;-31,35;0;5,575;982,841666666667;22,3916666666667;70,2916666666667;13,7;7,5
"BENTO_GONCALVES";2022-01-05;"2022-1";"2022-1";2022;-51,53;-29,16;6,6;2,6;936,283333333333;21,0708333333333;84,4583333333333;11,3;6,7
"CACAPAVA_DO_SUL";2022-01-05;"2022-1";"2022-1";2022;-53,47;-30,55;7,6;4,006;960,025;21,25;82,2916666666667;0;6,2
"CAMAQUA";2022-01-05;"2022-1";"2022-1";2022;-51,83;-30,81;22,8;1,89166666666667;996,783333333333;21,6458333333333;92,6470588235294;12,4;6,4
"CAMBARA_DO_SUL";2022-01-05;"2022-1";"2022-1";2022;-50,15;-29,05;7;2,50416666666667;894,416666666667;19,2583333333333;93,875;10,2;7,1
"CAMPO_BOM";2022-01-05;"2022-1";"2022-1";2022;-51,06;-29,67;37;1,14166666666667;1003,49583333333;23,0541666666667;86,353;7,9;6,4
"CANELA";2022-01-05;"2022-1";"2022-1";2022;-50,83;-29,37;4,4;2,46666666666667;914,64;19,12;92;7,4;3,8
"CANGUCU";2022-01-05;"2022-1";"2022-1";2022;-52,7;-31,4;26,6;5,98333333333333;956,666666666667;19,4125;82,1764705882353;15,6;7,9
"CAPAO_DO_LEAO_(PELOTAS)";2022-01-05;"2022-1";"2022-1";2022;-52,29;-31,45;5,4;3,825;1006,95;22,6458333333333;80,875;13,1;5,3
"CRUZ_ALTA";2022-01-05;"2022-1";"2022-1";2022;-53,67;-28,6;0,2;3,85217391304348;957,930434782609;22,2304347826087;85,1304347826087;12,9;9,4
