"codigo","data_dia","data_semana","data_mes","data_ano","lon","lat","chuva","vento","press","temp","umidade","rajada","amp","regiao","uf","estacao","altitude"
"A017",2023-01-20,"2023-3","2023-1",2023,-46.36638888,-14.08916666,0.2,1.11176470588235,921.694117647059,23.6058823529412,71.2941176470588,8.3,8.9,"CO","GO","POSSE",830
"A017",2023-01-21,"2023-3","2023-1",2023,-46.36638888,-14.08916666,34.2,2.39166666666667,920.545833333333,23.6333333333333,72.4166666666667,12.9,12.6,"CO","GO","POSSE",830
"A017",2023-01-22,"2023-4","2023-1",2023,-46.36638888,-14.08916666,2,2.1,920.5125,22.1,83.0416666666667,14.2,8,"CO","GO","POSSE",830
"A017",2023-01-23,"2023-4","2023-1",2023,-46.36638888,-14.08916666,0,1.83478260869565,920.726086956522,23.2391304347826,73.5652173913043,7.4,9.3,"CO","GO","POSSE",830
"A017",2023-01-24,"2023-4","2023-1",2023,-46.36638888,-14.08916666,0,1.55454545454545,920.05,24.5636363636364,68.5909090909091,7.7,10.2,"CO","GO","POSSE",830
"A017",2023-01-25,"2023-4","2023-1",2023,-46.36638888,-14.08916666,0,1.90714285714286,918.421428571429,27.4214285714286,56.3571428571429,6.7,9.5,"CO","GO","POSSE",830
"A017",2023-01-26,"2023-4","2023-1",2023,-46.36638888,-14.08916666,18.6,1.93333333333333,919.033333333333,22.2208333333333,80.875,9.6,8.2,"CO","GO","POSSE",830
"A017",2023-01-27,"2023-4","2023-1",2023,-46.36638888,-14.08916666,1.4,1.23157894736842,920.478947368421,21.9684210526316,80,8.6,7.1,"CO","GO","POSSE",830
"A017",2023-01-28,"2023-4","2023-1",2023,-46.36638888,-14.08916666,8,1.71666666666667,921.8,23.7611111111111,75.1111111111111,8.5,9.6,"CO","GO","POSSE",830
"A017",2023-01-29,"2023-5","2023-1",2023,-46.36638888,-14.08916666,4,1.26666666666667,921.2625,23.325,76.3333333333333,8.3,8.8,"CO","GO","POSSE",830
"A017",2023-01-30,"2023-5","2023-1",2023,-46.36638888,-14.08916666,0,1.85238095238095,919.728571428571,25.6857142857143,63.1904761904762,8.5,10,"CO","GO","POSSE",830
"A017",2023-01-31,"2023-5","2023-1",2023,-46.36638888,-14.08916666,0,1.925,919.708333333333,28.2083333333333,47.1666666666667,11.2,8.7,"CO","GO","POSSE",830
"A017",2023-02-01,"2023-5","2023-2",2023,-46.36638888,-14.08916666,0,1.75652173913043,920.708695652174,25.8260869565217,58,9.1,10.9,"CO","GO","POSSE",830
"A017",2023-02-02,"2023-5","2023-2",2023,-46.36638888,-14.08916666,0,2.26666666666667,921.6,25.8761904761905,55.7142857142857,7.6,11.2,"CO","GO","POSSE",830
"A017",2023-02-03,"2023-5","2023-2",2023,-46.36638888,-14.08916666,0,2.57692307692308,922.284615384615,25.4076923076923,65.2307692307692,8.6,7.2,"CO","GO","POSSE",830
"A017",2023-02-04,"2023-5","2023-2",2023,-46.36638888,-14.08916666,3.4,1.19444444444444,922.7,25.2722222222222,67.3333333333333,14,8,"CO","GO","POSSE",830
"A017",2023-02-05,"2023-6","2023-2",2023,-46.36638888,-14.08916666,5.2,1.63333333333333,922.241666666667,26.3833333333333,66.25,10.5,9.8,"CO","GO","POSSE",830
"A017",2023-02-06,"2023-6","2023-2",2023,-46.36638888,-14.08916666,39,1.36428571428571,921.1,23.8785714285714,75.9285714285714,16.8,11.1,"CO","GO","POSSE",830
"A017",2023-02-07,"2023-6","2023-2",2023,-46.36638888,-14.08916666,0,1.33636363636364,920.35,25.4636363636364,65.6818181818182,8,13.6,"CO","GO","POSSE",830
"A017",2023-02-08,"2023-6","2023-2",2023,-46.36638888,-14.08916666,0,1.6695652173913,920.121739130435,25.604347826087,59.695652173913,7,12.3,"CO","GO","POSSE",830
"A017",2023-02-09,"2023-6","2023-2",2023,-46.36638888,-14.08916666,0,1.71428571428571,920.492857142857,28.9142857142857,45.7142857142857,6.8,7.8,"CO","GO","POSSE",830
"A017",2023-02-10,"2023-6","2023-2",2023,-46.36638888,-14.08916666,0,2.22,920.153333333333,28.8466666666667,38.6,7.7,7.6,"CO","GO","POSSE",830
"A017",2023-02-11,"2023-6","2023-2",2023,-46.36638888,-14.08916666,0,1.26363636363636,919.490909090909,29.4909090909091,42.0909090909091,7.5,6.7,"CO","GO","POSSE",830
"A017",2023-02-12,"2023-7","2023-2",2023,-46.36638888,-14.08916666,0,2.37857142857143,919.621428571429,29.7928571428571,42.5,9.1,7,"CO","GO","POSSE",830
"A017",2023-02-13,"2023-7","2023-2",2023,-46.36638888,-14.08916666,0,1.60833333333333,919.858333333333,29.675,45.25,7.2,7.2,"CO","GO","POSSE",830
"A017",2023-02-14,"2023-7","2023-2",2023,-46.36638888,-14.08916666,0,2.75,919.616666666667,31.0166666666667,35.1666666666667,7.8,8.4,"CO","GO","POSSE",830
"A017",2023-02-15,"2023-7","2023-2",2023,-46.36638888,-14.08916666,0,2.22,918.17,31.42,28.2,7.3,7.7,"CO","GO","POSSE",830
"A017",2023-02-16,"2023-7","2023-2",2023,-46.36638888,-14.08916666,0,2.35,916.983333333333,29.4916666666667,49.25,9.4,9,"CO","GO","POSSE",830
"A017",2023-02-17,"2023-7","2023-2",2023,-46.36638888,-14.08916666,5.8,2.13333333333333,918.283333333333,25.9083333333333,65.5,11.6,10.9,"CO","GO","POSSE",830
"A017",2023-02-18,"2023-7","2023-2",2023,-46.36638888,-14.08916666,0.6,1.80714285714286,919.457142857143,25.2,72.0714285714286,10.3,8.2,"CO","GO","POSSE",830
"A017",2023-02-19,"2023-8","2023-2",2023,-46.36638888,-14.08916666,0.6,2.93076923076923,920.028571428571,26.0714285714286,60.7142857142857,8.6,7.6,"CO","GO","POSSE",830
"A017",2023-02-20,"2023-8","2023-2",2023,-46.36638888,-14.08916666,1,2.05,920.65,24.71875,66.125,9.6,10.7,"CO","GO","POSSE",830
"A017",2023-02-21,"2023-8","2023-2",2023,-46.36638888,-14.08916666,0,1.2875,921.51875,25.2125,66.8125,6,10.5,"CO","GO","POSSE",830
"A017",2023-02-22,"2023-8","2023-2",2023,-46.36638888,-14.08916666,0,2.15333333333333,922.73125,27.3125,54.4375,8.4,8.8,"CO","GO","POSSE",830
"A017",2023-02-23,"2023-8","2023-2",2023,-46.36638888,-14.08916666,0,2.56153846153846,922.507692307692,27.4538461538462,56.7692307692308,9.1,10.5,"CO","GO","POSSE",830
"A017",2023-02-24,"2023-8","2023-2",2023,-46.36638888,-14.08916666,0,2.44545454545455,921.936363636364,28.2272727272727,52.9090909090909,7.9,10.2,"CO","GO","POSSE",830
"A017",2023-02-25,"2023-8","2023-2",2023,-46.36638888,-14.08916666,0,1.59230769230769,920.530769230769,28.9307692307692,51.8461538461538,7.6,8.9,"CO","GO","POSSE",830
"A017",2023-02-26,"2023-9","2023-2",2023,-46.36638888,-14.08916666,0,1.33529411764706,921.717647058824,27.2705882352941,55.0588235294118,8,11.4,"CO","GO","POSSE",830
"A017",2023-02-27,"2023-9","2023-2",2023,-46.36638888,-14.08916666,0,2.41818181818182,922.327272727273,30.3,39.2727272727273,10.8,7.2,"CO","GO","POSSE",830
"A017",2023-02-28,"2023-9","2023-2",2023,-46.36638888,-14.08916666,0,3.23333333333333,922.911111111111,29.7777777777778,47.4444444444444,9.7,7,"CO","GO","POSSE",830
"A017",2023-03-01,"2023-9","2023-3",2023,-46.36638888,-14.08916666,0,2.45,922.62,27.2,58.5,9.2,8.5,"CO","GO","POSSE",830
"A017",2023-03-02,"2023-9","2023-3",2023,-46.36638888,-14.08916666,0,2.1,921.14,28.12,55.8,6.7,9,"CO","GO","POSSE",830
"A017",2023-03-03,"2023-9","2023-3",2023,-46.36638888,-14.08916666,0,1.975,920.733333333333,26.7083333333333,60.9166666666667,7.7,9,"CO","GO","POSSE",830
"A017",2023-03-04,"2023-9","2023-3",2023,-46.36638888,-14.08916666,0,2.15,920.633333333333,28.875,43.3333333333333,10.6,10,"CO","GO","POSSE",830
"A017",2023-03-05,"2023-10","2023-3",2023,-46.36638888,-14.08916666,0,1.51818181818182,921.609090909091,26.4,53.6363636363636,6.1,7.6,"CO","GO","POSSE",830
"A017",2023-03-06,"2023-10","2023-3",2023,-46.36638888,-14.08916666,0,2.1375,919.1875,29.675,50.75,6.1,6.8,"CO","GO","POSSE",830
"A017",2023-03-07,"2023-10","2023-3",2023,-46.36638888,-14.08916666,6,1.6375,919.9625,23.8125,80.375,7.6,7,"CO","GO","POSSE",830
"A017",2023-03-08,"2023-10","2023-3",2023,-46.36638888,-14.08916666,6.4,1.37333333333333,920.953333333333,23.0533333333333,84.2,6.7,8.7,"CO","GO","POSSE",830
"A017",2023-03-09,"2023-10","2023-3",2023,-46.36638888,-14.08916666,0,1.86428571428571,920.806666666667,27.5733333333333,56,7.8,10.5,"CO","GO","POSSE",830
"A017",2023-03-10,"2023-10","2023-3",2023,-46.36638888,-14.08916666,0,2.15454545454545,921.336363636364,29.0454545454545,43.6363636363636,7.9,9.7,"CO","GO","POSSE",830
"A017",2023-03-11,"2023-10","2023-3",2023,-46.36638888,-14.08916666,16.4,2.78,920.27,26.47,57.1,13.7,11.7,"CO","GO","POSSE",830
"A017",2023-03-12,"2023-11","2023-3",2023,-46.36638888,-14.08916666,0,1.63846153846154,920.253846153846,25.2538461538462,79.3846153846154,6.1,7,"CO","GO","POSSE",830
"A017",2023-03-13,"2023-11","2023-3",2023,-46.36638888,-14.08916666,0,1.93846153846154,920.807692307692,26.8,64.4615384615385,7.6,10.1,"CO","GO","POSSE",830
"A017",2023-03-14,"2023-11","2023-3",2023,-46.36638888,-14.08916666,25,2.22142857142857,920.957142857143,26.1214285714286,63,9.4,11.1,"CO","GO","POSSE",830
"A017",2023-03-15,"2023-11","2023-3",2023,-46.36638888,-14.08916666,65,2.07826086956522,920.55652173913,22.7,80.0869565217391,12.4,10.4,"CO","GO","POSSE",830
"A017",2023-03-16,"2023-11","2023-3",2023,-46.36638888,-14.08916666,12.2,1.66428571428571,920.357142857143,21.9428571428571,84.7142857142857,8.4,6.6,"CO","GO","POSSE",830
"A017",2023-03-17,"2023-11","2023-3",2023,-46.36638888,-14.08916666,0.2,1.50833333333333,919.920833333333,23.4041666666667,74.875,8.1,10,"CO","GO","POSSE",830
"A017",2023-03-18,"2023-11","2023-3",2023,-46.36638888,-14.08916666,10.2,1.47916666666667,921.6625,20.4375,90.2916666666667,6.6,3.7,"CO","GO","POSSE",830
"A017",2023-03-19,"2023-12","2023-3",2023,-46.36638888,-14.08916666,4.2,1.69583333333333,921.8625,21.6458333333333,77.9583333333333,10.7,7.2,"CO","GO","POSSE",830
"A017",2023-03-20,"2023-12","2023-3",2023,-46.36638888,-14.08916666,12.6,1.3,921.779166666667,20.7625,86.7916666666667,8.6,6.9,"CO","GO","POSSE",830
"A017",2023-03-21,"2023-12","2023-3",2023,-46.36638888,-14.08916666,0.6,1.1875,922.204166666667,21.2125,86.6666666666667,6.4,6.7,"CO","GO","POSSE",830
"A017",2023-03-22,"2023-12","2023-3",2023,-46.36638888,-14.08916666,4,2.25416666666667,922.983333333333,22.2375,77.125,10.4,8.3,"CO","GO","POSSE",830
"A017",2023-03-23,"2023-12","2023-3",2023,-46.36638888,-14.08916666,0,2.52083333333333,922.5875,24.9833333333333,59.375,11.5,10.3,"CO","GO","POSSE",830
"A017",2023-03-24,"2023-12","2023-3",2023,-46.36638888,-14.08916666,0,2.54583333333333,921.954166666667,25.3916666666667,51.0416666666667,10,10.8,"CO","GO","POSSE",830
"A017",2023-03-25,"2023-12","2023-3",2023,-46.36638888,-14.08916666,0,2.22083333333333,921.420833333333,25.4916666666667,49.6666666666667,11.3,11.7,"CO","GO","POSSE",830
"A017",2023-03-26,"2023-13","2023-3",2023,-46.36638888,-14.08916666,3.8,1.95833333333333,921.654166666667,25.8333333333333,55.5,11.7,8,"CO","GO","POSSE",830
"A017",2023-03-27,"2023-13","2023-3",2023,-46.36638888,-14.08916666,9.6,1.5625,921.008333333333,24.9416666666667,65.8333333333333,10.7,8.6,"CO","GO","POSSE",830
"A017",2023-03-28,"2023-13","2023-3",2023,-46.36638888,-14.08916666,0,1.28333333333333,921.1625,24.2416666666667,74.5833333333333,7.3,8.8,"CO","GO","POSSE",830
"A017",2023-03-29,"2023-13","2023-3",2023,-46.36638888,-14.08916666,0,2.0625,921.5125,25.3791666666667,56.125,10.2,10.6,"CO","GO","POSSE",830
"A017",2023-03-30,"2023-13","2023-3",2023,-46.36638888,-14.08916666,0,1.55833333333333,922.275,25.2166666666667,51.2916666666667,7.5,11.7,"CO","GO","POSSE",830
"A017",2023-03-31,"2023-13","2023-3",2023,-46.36638888,-14.08916666,0,1.22083333333333,921.295833333333,26.6541666666667,52.75,7.9,11.3,"CO","GO","POSSE",830
"A017",2023-04-01,"2023-13","2023-4",2023,-46.36638888,-14.08916666,0,1.22083333333333,920.229166666667,26.55,54.8333333333333,8.8,12.1,"CO","GO","POSSE",830
"A017",2023-04-02,"2023-14","2023-4",2023,-46.36638888,-14.08916666,40.2,1.9625,920.120833333333,23.2625,77.5833333333333,16,14.7,"CO","GO","POSSE",830
"A017",2023-04-03,"2023-14","2023-4",2023,-46.36638888,-14.08916666,0,2.125,920.9125,22.775,75.125,11.1,9.3,"CO","GO","POSSE",830
"A017",2023-04-04,"2023-14","2023-4",2023,-46.36638888,-14.08916666,19.8,2.1,921.004166666667,21.2041666666667,83.6666666666667,10.7,8.6,"CO","GO","POSSE",830
"A017",2023-04-05,"2023-14","2023-4",2023,-46.36638888,-14.08916666,1.4,1.7125,919.7125,22.8916666666667,73.7916666666667,8.6,10.5,"CO","GO","POSSE",830
"A017",2023-04-06,"2023-14","2023-4",2023,-46.36638888,-14.08916666,5.8,1.64166666666667,919.55,23.5791666666667,74.7916666666667,10,10.3,"CO","GO","POSSE",830
"A017",2023-04-07,"2023-14","2023-4",2023,-46.36638888,-14.08916666,0,1.05,920.2125,23.8583333333333,76.7083333333333,7.2,9.8,"CO","GO","POSSE",830
"A017",2023-04-08,"2023-14","2023-4",2023,-46.36638888,-14.08916666,0,1.40833333333333,920.666666666667,25.1791666666667,68.5833333333333,6,10.4,"CO","GO","POSSE",830
"A017",2023-04-09,"2023-15","2023-4",2023,-46.36638888,-14.08916666,11.4,2.00833333333333,921.4125,24.7041666666667,72.1666666666667,12.3,12,"CO","GO","POSSE",830
"A017",2023-04-10,"2023-15","2023-4",2023,-46.36638888,-14.08916666,6,1.46086956521739,922.391304347826,21.3391304347826,88.3478260869565,8.9,4,"CO","GO","POSSE",830
"A017",2023-04-11,"2023-15","2023-4",2023,-46.36638888,-14.08916666,0,1.66086956521739,922.052173913043,23.1347826086957,79.8260869565217,7,10.2,"CO","GO","POSSE",830
"A017",2023-04-12,"2023-15","2023-4",2023,-46.36638888,-14.08916666,4.6,1.72083333333333,920.858333333333,24.1958333333333,76.6666666666667,8.7,9.9,"CO","GO","POSSE",830
"A017",2023-04-13,"2023-15","2023-4",2023,-46.36638888,-14.08916666,0,1.6875,919.35,25.5833333333333,63.9583333333333,8.3,9.5,"CO","GO","POSSE",830
"A017",2023-04-14,"2023-15","2023-4",2023,-46.36638888,-14.08916666,0,1.19583333333333,919.7625,25.7208333333333,64.5833333333333,8.8,9.3,"CO","GO","POSSE",830
"A017",2023-04-15,"2023-15","2023-4",2023,-46.36638888,-14.08916666,0,1.7304347826087,920.691304347826,26.0782608695652,65.4782608695652,7.5,9.8,"CO","GO","POSSE",830
"A017",2023-04-16,"2023-16","2023-4",2023,-46.36638888,-14.08916666,0,1.49583333333333,920.216666666667,26.5083333333333,63.4166666666667,7.6,10,"CO","GO","POSSE",830
"A017",2023-04-17,"2023-16","2023-4",2023,-46.36638888,-14.08916666,0,1.75416666666667,918.054166666667,25.7791666666667,64.5,8.5,8.5,"CO","GO","POSSE",830
"A017",2023-04-18,"2023-16","2023-4",2023,-46.36638888,-14.08916666,0,1.55833333333333,917.220833333333,25.75,66.2916666666667,8.5,9.8,"CO","GO","POSSE",830
"A017",2023-04-19,"2023-16","2023-4",2023,-46.36638888,-14.08916666,0,2.15909090909091,919.709090909091,24.3818181818182,76.1818181818182,8.1,8.7,"CO","GO","POSSE",830
"A017",2023-04-20,"2023-16","2023-4",2023,-46.36638888,-14.08916666,0,1.21666666666667,921.216666666667,25.1583333333333,69.5416666666667,8.8,9.4,"CO","GO","POSSE",830
"A017",2023-04-21,"2023-16","2023-4",2023,-46.36638888,-14.08916666,0,2.29166666666667,920.516666666667,23.5625,74.4166666666667,13.7,9.4,"CO","GO","POSSE",830
"A017",2023-04-22,"2023-16","2023-4",2023,-46.36638888,-14.08916666,0.2,3.01666666666667,921.445833333333,22.7166666666667,72.6666666666667,11.5,8.1,"CO","GO","POSSE",830
"A017",2023-04-23,"2023-17","2023-4",2023,-46.36638888,-14.08916666,0,3.575,921.833333333333,23.1,66.4583333333333,13.3,9.6,"CO","GO","POSSE",830
"A017",2023-04-24,"2023-17","2023-4",2023,-46.36638888,-14.08916666,0,3.69583333333333,922.895833333333,23.4791666666667,63.9583333333333,12.4,9.6,"CO","GO","POSSE",830
"A017",2023-04-25,"2023-17","2023-4",2023,-46.36638888,-14.08916666,0,3.48260869565217,923.234782608696,24.4913043478261,57.6086956521739,11,10.6,"CO","GO","POSSE",830
"A017",2023-04-26,"2023-17","2023-4",2023,-46.36638888,-14.08916666,0,2.09565217391304,922.369565217391,24.9652173913043,55.2173913043478,8.3,10.6,"CO","GO","POSSE",830
"A017",2023-04-27,"2023-17","2023-4",2023,-46.36638888,-14.08916666,0,1.4,921.578260869565,25.1130434782609,49.8695652173913,6.3,12.3,"CO","GO","POSSE",830
"A017",2023-04-28,"2023-17","2023-4",2023,-46.36638888,-14.08916666,0,1.015,921.955,25.715,52,5,8.3,"CO","GO","POSSE",830
"A017",2023-04-29,"2023-17","2023-4",2023,-46.36638888,-14.08916666,0.2,0.961904761904762,922.361904761905,25.3190476190476,60.3333333333333,4.3,10.3,"CO","GO","POSSE",830
"A017",2023-04-30,"2023-18","2023-4",2023,-46.36638888,-14.08916666,4,2.04166666666667,922.566666666667,23.8625,69.75,7,8.1,"CO","GO","POSSE",830
"A017",2023-05-01,"2023-18","2023-5",2023,-46.36638888,-14.08916666,0.6,1.23809523809524,922.628571428571,22.3380952380952,78.0952380952381,6,7.6,"CO","GO","POSSE",830
"A017",2023-05-02,"2023-18","2023-5",2023,-46.36638888,-14.08916666,0,1.31875,921.575,24.7,64.25,5.3,10.8,"CO","GO","POSSE",830
"A017",2023-05-03,"2023-18","2023-5",2023,-46.36638888,-14.08916666,0,1.34444444444444,920.566666666667,28.5777777777778,42,6,5,"CO","GO","POSSE",830
"A017",2023-05-04,"2023-18","2023-5",2023,-46.36638888,-14.08916666,0,1.4,921.857142857143,27.4857142857143,52.2857142857143,7.1,4.8,"CO","GO","POSSE",830
"A017",2023-05-05,"2023-18","2023-5",2023,-46.36638888,-14.08916666,0,3.2,923.457142857143,29.3857142857143,39,8.5,4.5,"CO","GO","POSSE",830
"A017",2023-05-06,"2023-18","2023-5",2023,-46.36638888,-14.08916666,0,2.21538461538462,922.653846153846,27.2,42.6923076923077,8.4,6.8,"CO","GO","POSSE",830
"A017",2023-05-07,"2023-19","2023-5",2023,-46.36638888,-14.08916666,0,1.42,921.94,25.5533333333333,46.2666666666667,8.5,12.3,"CO","GO","POSSE",830
"A017",2023-05-08,"2023-19","2023-5",2023,-46.36638888,-14.08916666,0,1.78181818181818,922.890909090909,27.2727272727273,45.8181818181818,7.6,5.3,"CO","GO","POSSE",830
"A017",2023-05-09,"2023-19","2023-5",2023,-46.36638888,-14.08916666,0,1.61875,922.94375,26.01875,49.3125,7.5,8.8,"CO","GO","POSSE",830
"A017",2023-05-10,"2023-19","2023-5",2023,-46.36638888,-14.08916666,0,2.4,922.211111111111,27.8111111111111,45.2222222222222,7.9,7.6,"CO","GO","POSSE",830
"A017",2023-05-11,"2023-19","2023-5",2023,-46.36638888,-14.08916666,0,1.53333333333333,920.241666666667,27.675,45.9166666666667,6,8.6,"CO","GO","POSSE",830
"A017",2023-05-12,"2023-19","2023-5",2023,-46.36638888,-14.08916666,0,1.1875,921.3375,25.8,53.375,5.4,9.8,"CO","GO","POSSE",830
"A017",2023-05-13,"2023-19","2023-5",2023,-46.36638888,-14.08916666,0,1.13,922.27,25.845,56.95,6.7,7.6,"CO","GO","POSSE",830
"A017",2023-05-14,"2023-20","2023-5",2023,-46.36638888,-14.08916666,0,1.8,923.8875,25.5833333333333,54.9166666666667,8.6,9.4,"CO","GO","POSSE",830
"A017",2023-05-15,"2023-20","2023-5",2023,-46.36638888,-14.08916666,0,1.3875,924.1875,25.35,64.375,6.3,10.9,"CO","GO","POSSE",830
"A017",2023-05-16,"2023-20","2023-5",2023,-46.36638888,-14.08916666,0,1.28571428571429,922.664285714286,26.8142857142857,52.5,6.3,7.6,"CO","GO","POSSE",830
"A017",2023-05-17,"2023-20","2023-5",2023,-46.36638888,-14.08916666,0,1.66666666666667,922.116666666667,27.8833333333333,38.9166666666667,8.7,6.4,"CO","GO","POSSE",830
"A017",2023-05-18,"2023-20","2023-5",2023,-46.36638888,-14.08916666,0,1.93333333333333,923.673333333333,26.8666666666667,37.7333333333333,7.9,8.5,"CO","GO","POSSE",830
"A017",2023-05-19,"2023-20","2023-5",2023,-46.36638888,-14.08916666,0,1.68571428571429,921.928571428571,27.0571428571429,34.5714285714286,5.6,6.8,"CO","GO","POSSE",830
"A017",2023-05-20,"2023-20","2023-5",2023,-46.36638888,-14.08916666,0,2.33333333333333,923.042857142857,23.4761904761905,42.4761904761905,8,11.4,"CO","GO","POSSE",830
"A017",2023-05-21,"2023-21","2023-5",2023,-46.36638888,-14.08916666,0,2.14444444444444,921.911111111111,26.1444444444444,30.6666666666667,9.3,3.8,"CO","GO","POSSE",830
"A017",2023-05-22,"2023-21","2023-5",2023,-46.36638888,-14.08916666,0,1.47,923.04,26.79,35.9,8.6,5.1,"CO","GO","POSSE",830
"A017",2023-05-23,"2023-21","2023-5",2023,-46.36638888,-14.08916666,0,2.4625,922.6875,25.9625,44.375,7.6,5.9,"CO","GO","POSSE",830
"A017",2023-05-24,"2023-21","2023-5",2023,-46.36638888,-14.08916666,0,2.475,922.65,25.925,47.5833333333333,9.8,6.9,"CO","GO","POSSE",830
"A017",2023-05-25,"2023-21","2023-5",2023,-46.36638888,-14.08916666,0,3.54545454545455,923.018181818182,26.8545454545455,41.9090909090909,11,6.2,"CO","GO","POSSE",830
"A017",2023-05-26,"2023-21","2023-5",2023,-46.36638888,-14.08916666,0,2.60833333333333,923.808333333333,26.225,47.5,9,8.8,"CO","GO","POSSE",830
"A017",2023-05-27,"2023-21","2023-5",2023,-46.36638888,-14.08916666,0,1.26363636363636,924.090909090909,27.0727272727273,46,6.8,6.5,"CO","GO","POSSE",830
"A017",2023-05-28,"2023-22","2023-5",2023,-46.36638888,-14.08916666,0,1.09,922.47,27.55,39.2,6.1,6.5,"CO","GO","POSSE",830
"A017",2023-05-29,"2023-22","2023-5",2023,-46.36638888,-14.08916666,0,1.54285714285714,922.428571428571,29.2571428571429,33,8.2,5.6,"CO","GO","POSSE",830
"A017",2023-05-30,"2023-22","2023-5",2023,-46.36638888,-14.08916666,0,4.18,924.82,27.96,39.2,11.1,4.8,"CO","GO","POSSE",830
"A017",2023-05-31,"2023-22","2023-5",2023,-46.36638888,-14.08916666,0,2.03846153846154,924.661538461538,26.9076923076923,44.3076923076923,10.6,9.5,"CO","GO","POSSE",830
"A017",2023-06-01,"2023-22","2023-6",2023,-46.36638888,-14.08916666,0,1.22,923.7,26.39,46.9,5.3,6.5,"CO","GO","POSSE",830
"A017",2023-06-02,"2023-22","2023-6",2023,-46.36638888,-14.08916666,0,2.28181818181818,922.245454545455,28.1818181818182,38.4545454545455,8.9,6.1,"CO","GO","POSSE",830
"A017",2023-06-03,"2023-22","2023-6",2023,-46.36638888,-14.08916666,0,2.575,923.433333333333,26.6333333333333,40.3333333333333,13.3,6.2,"CO","GO","POSSE",830
"A017",2023-06-04,"2023-23","2023-6",2023,-46.36638888,-14.08916666,0,1.72727272727273,925.563636363636,26.3181818181818,38.5454545454545,6,6.4,"CO","GO","POSSE",830
