REGIAO:;SE
UF:;MG
ESTACAO:;BELO HORIZONTE - CAPITAL
CODIGO (WMO):;A572
LATITUDE:;-19,93388888
LONGITUDE:;-43,95222222
ALTITUDE:;915,47
DATA DE FUNDACAO:;28/08/25
Data;Hora UTC;PRECIPITAO TOTAL, HORRIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);PRESSO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB);PRESSO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB);RADIACAO GLOBAL (Kj/m);TEMPERATURA DO AR - BULBO SECO, HORARIA (C);TEMPERATURA DO PONTO DE ORVALHO (C);TEMPERATURA MXIMA NA HORA ANT. (AUT) (C);TEMPERATURA MNIMA NA HORA ANT. (AUT) (C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (C);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);UMIDADE RELATIVA DO AR, HORARIA (%);VENTO, DIREO HORARIA (gr) ( (gr));VENTO, RAJADA MAXIMA (m/s);VENTO, VELOCIDADE HORARIA (m/s);
2025/08/28;0000 UTC;;;;;;;;;;;;;;;;;;
2025/08/28;0100 UTC;;;;;;;;;;;;;;;;;;
2025/08/28;0200 UTC;;;;;;;;;;;;;;;;;;
2025/08/28;0300 UTC;;;;;;;;;;;;;;;;;;
2025/08/28;0400 UTC;;;;;;;;;;;;;;;;;;
2025/08/28;0500 UTC;;;;;;;;;;;;;;;;;;
2025/08/28;0600 UTC;;;;;;;;;;;;;;;;;;
2025/08/28;0700 UTC;;;;;;;;;;;;;;;;;;
2025/08/28;0800 UTC;;;;;;;;;;;;;;;;;;
2025/08/28;0900 UTC;;;;;;;;;;;;;;;;;;
2025/08/28;1000 UTC;;;;;;;;;;;;;;;;;;
2025/08/28;1100 UTC;;;;;;;;;;;;;;;;;;
2025/08/28;1200 UTC;;;;;;;;;;;;;;;;;;
2025/08/28;1300 UTC;;;;;;;;;;;;;;;;;;
2025/08/28;1400 UTC;;;;;;;;;;;;;;;;;;
2025/08/28;1500 UTC;;;;;;;;;;;;;;;;;;
2025/08/28;1600 UTC;;;;;;;;;;;;;;;;;;
2025/08/28;1700 UTC;;;;;;;;;;;;;;;;;;
2025/08/28;1800 UTC;;;;;;;;;;;;;;;;;;
